ID,zipcodes,zc_state,prop_pop_ge18,prop_hh_wchildren_le18,latitude,longitude,elevation,region,business_density_persqmi,avg_num_employees_perbiz,avg_annual_payroll_perbiz,growth_rank,growing_counties_b,growth_increase_percentage,prop_maildeliv_biz,pop_density,prop_water,prop_mail2pob,city_delivery_indicator,carrier_route_rate_sortation,shotguns2chardonnay,tatoo2tooth,spiritanimal,newzip1,newzip2,newzip3,ref_dt,date1,date2,date3,yb_4_05
8454,80634,CO,0.745,0.308,40.392822,-104.792784,4664,West,27.978,12.495,457.806,0,0,0,0.049,1417.983,0.002,0,Y,D,49.94255009,0.802614844,Platypus,80601,33150,28698,4/1/15,3/5/15,1/8/15,1/1/15,0
8455,80643,CO,0.723,0.347,40.096828,-104.466102,4664,West,0.234,8.061,426.918,0,0,0,0.021,14.396,0.006,0.23,N,D,27.36972092,3.254953499,Grey Goose,80601,39206,64870,4/1/15,3/27/15,1/16/15,11/15/14,0
8456,80648,CO,0.752,0.288,40.827827,-104.758836,4664,West,0.078,7.583,303.333,0,0,0,0.023,6.507,0,0.356,N,D,34.45910725,0.170758109,Tapir,80601,24150,03580,4/1/15,1/24/15,1/12/15,10/16/14,0
8457,80654,CO,0.719,0.351,40.152884,-104.094698,4338,West,0.255,5.138,208,0,0,0,0.032,10.379,0.021,0.167,N,D,52.08222351,6.328614774,Axolotl,80601,50068,12725,4/1/15,12/23/14,12/10/14,9/23/14,0
8458,80654,CO,0.719,0.351,40.152884,-104.094698,4338,West,0.255,5.138,208,0,0,0,0.032,10.379,0.021,0.167,N,D,28.89710762,2.622441854,Tapir,80601,58775,43623,4/1/15,3/2/15,11/23/14,10/28/14,0
8459,80727,CO,0.753,0.301,40.053249,-102.496823,3522,West,0.015,0,0,0,0,0,0.014,2.07,0,0.242,N,C,28.38224765,0.497071811,Wolverine,80701,71027,77987,4/1/15,12/29/14,9/3/14,5/23/14,0
8460,80727,CO,0.753,0.301,40.053249,-102.496823,3522,West,0.015,0,0,0,0,0,0.014,2.07,0,0.242,N,C,48.54244726,6.797931809,Mole Rat,80701,66516,58494,4/1/15,1/26/15,10/5/14,8/23/14,0
8462,80735,CO,0.696,0.346,39.704624,-102.256224,3522,West,0.041,4,87.167,0,0,0,0.055,1.383,0.01,0.137,N,C,34.18819871,3.832454833,Mole Rat,80701,98816,99202,4/1/15,3/18/15,12/22/14,10/15/14,0
8463,80737,CO,0.807,0.214,40.87562,-102.198169,3468,West,0.243,7.085,188.034,0,0,0,0.078,6.335,0,0.091,Y,D,36.19854343,10.00121359,Narwhal,80701,19301,38256,4/1/15,1/5/15,9/14/14,5/19/14,0
8466,80745,CO,0.795,0.2,40.873809,-103.371664,3939,West,0.005,0,0,0,0,0,0,0.709,0,0.633,N,C,19.04750275,1.549728812,Narwhal,80701,35405,18323,4/1/15,2/19/15,11/4/14,10/13/14,0
8468,80805,CO,0.706,0.351,39.266049,-102.44635,4163,West,0.048,1.625,56.5,0,0,0,0,2.702,0,0.459,N,C,44.65540792,6.018598094,Grey Goose,80801,57521,03082,4/1/15,1/3/15,12/14/14,8/30/14,0
8469,80808,CO,0.723,0.333,39.029982,-104.293602,6008,West,0.322,4.526,132.474,0,0,0,0.027,17.923,0.001,0.053,N,D,41.69285317,1.148994244,Narwhal,80801,98631,80468,4/1/15,3/4/15,2/10/15,11/16/14,0
8470,80815,CO,0.798,0.203,39.303084,-102.980413,4163,West,0.074,7.974,357.59,0,0,0,0.003,1.733,0.002,0.099,N,C,36.24913092,1.970549115,Platypus,80801,74363,44403,4/1/15,3/5/15,12/21/14,9/7/14,0
8471,80817,CO,0.667,0.476,38.666296,-104.649856,6008,West,4.191,13,392.838,0,0,0,0.025,431.965,0.002,0.021,Y,D,42.64447002,6.530887332,Platypus,80801,55793,23866,4/1/15,12/5/14,8/12/14,4/23/14,0
8472,80822,CO,0.777,0.268,39.699374,-102.679808,3522,West,0.028,5.667,153,0,0,0,0.023,1.229,0.001,0.116,N,C,45.13446639,10.81164435,Mole Rat,80801,93606,91723,4/1/15,12/14/14,10/28/14,7/14/14,0
8473,80824,CO,0.831,0.206,39.666854,-102.493752,3522,West,0.093,5.6,102.8,0,0,0,0.109,1.918,0.001,0.103,N,C,34.32259581,0.325986365,Mole Rat,80801,49836,46737,4/1/15,1/30/15,1/21/15,10/24/14,0
8474,80824,CO,0.831,0.206,39.666854,-102.493752,3522,West,0.093,5.6,102.8,0,0,0,0.109,1.918,0.001,0.103,N,C,37.85178288,0.255182526,Grey Goose,80801,71295,70006,4/1/15,1/31/15,12/26/14,10/28/14,0
8475,80833,CO,0.755,0.274,38.753311,-103.931596,6008,West,0.006,0,0,0,0,0,0.007,1.592,0.001,0.171,N,C,29.90707099,0.093170081,Armadillo,80801,80294,36360,4/1/15,3/27/15,12/17/14,9/25/14,0
8476,80862,CO,0.968,0.059,38.901151,-103.015441,4279,West,0,0,0,0,0,0,0,0.226,0.003,0.844,N,C,29.40569118,3.391937875,Armadillo,80801,98639,79078,4/1/15,1/12/15,12/19/14,10/4/14,0
8479,80909,CO,0.775,0.242,38.855487,-104.77493,6008,West,151.211,14.874,549.373,0,0,0,0.091,4265.306,0,0,Y,D,41.28691907,0.035024723,Axolotl,80902,46162,22922,4/1/15,3/10/15,2/25/15,1/16/15,0
8481,80926,CO,0.756,0.262,38.658217,-104.884122,6008,West,0.294,3.684,120.211,0,0,0,0.003,21.689,0,0,Y,D,44.20552339,0.409857665,Wolverine,80902,11721,21663,4/1/15,3/10/15,3/8/15,11/14/14,0
8482,80938,CO,0.882,0.222,38.904518,-104.663357,6008,West,0,0,0,0,0,0,0.143,5.104,0,0,Y,D,34.68908253,1.044586077,Grey Goose,80902,15370,12115,4/1/15,2/17/15,10/22/14,7/4/14,0
8485,81019,CO,0.772,0.257,37.951814,-104.813142,4662,West,3.626,6.417,175.111,0,0,0,0,170.243,0.01,0,N,C,50.79314487,0.521285762,Grey Goose,81001,27896,48104,4/1/15,3/5/15,12/9/14,9/18/14,0
8487,81033,CO,0.8,0.183,38.195308,-103.849176,4312,West,9.259,0,0,0,0,0,0,478.395,0,0.935,N,C,26.51199509,2.032903945,Wolverine,81001,41775,53954,4/1/15,2/13/15,11/24/14,8/18/14,0
8488,81040,CO,0.873,0.097,37.75948,-105.285196,6182,West,0.014,0,125,0,0,0,0.018,1.034,0,0.553,N,C,46.23501997,2.368007043,Sun Bear,81001,83460,12072,4/1/15,3/1/15,11/30/14,8/25/14,0
8490,81054,CO,0.832,0.243,37.897424,-103.072539,3893,West,0.047,11.467,343.956,0,0,0,0.041,5.379,0.02,0.073,Y,D,46.07583339,0.021704229,Narwhal,81001,63628,24246,4/1/15,3/26/15,11/26/14,10/21/14,0
8491,81057,CO,0.694,0.378,38.176935,-102.915006,3893,West,0.134,3.143,79.286,0,0,0,0.018,7.983,0.017,0.22,N,C,31.95774506,4.003846933,Armadillo,81001,32040,15958,4/1/15,2/25/15,12/26/14,11/10/14,0
8492,81077,CO,0.758,0.308,38.015124,-103.631103,4052,West,21.978,10.8,177.3,0,0,0,0,1169.231,0.011,0.922,N,C,44.77327127,0.607837124,Narwhal,81001,05465,15014,4/1/15,12/17/14,11/19/14,8/2/14,0
8494,81082,CO,0.776,0.247,37.205746,-104.455534,5985,West,0.579,9.335,269.523,0,0,0,0.078,20.884,0.004,0.055,Y,D,55.86663339,4.600984553,Axolotl,81001,68382,76247,4/1/15,3/22/15,3/18/15,11/16/14,0
8496,81131,CO,0.849,0.169,37.948865,-105.666372,7694,West,0.112,0,149.371,0,0,0,0,3.79,0.001,0.674,N,C,43.60440368,3.647193374,Rock Chuck,81101,74558,14714,4/1/15,1/23/15,12/29/14,12/11/14,0
8497,81133,CO,0.811,0.181,37.474507,-105.339611,7965,West,0.027,4.9,61.9,0,0,0,0.004,2.253,0.001,0.306,N,C,30.15426292,1.693826959,Rock Chuck,81101,36830,57107,4/1/15,3/23/15,1/24/15,1/1/15,0
8499,81140,CO,0.705,0.322,37.283964,-106.059254,7901,West,0.154,12.059,321.529,0,0,0,0.01,10.622,0,0.449,N,C,45.01732164,3.704414131,Narwhal,81101,04910,33312,4/1/15,12/4/14,8/31/14,7/3/14,0
8501,81147,CO,0.799,0.233,37.233147,-106.954647,7105,West,0.338,5.553,137.184,0,0,0,0.035,8.482,0.005,0.299,N,D,63.4852647,0.641115686,Platypus,81101,14847,12094,4/1/15,1/13/15,1/5/15,11/27/14,0
8502,81154,CO,0.836,0.175,37.65407,-106.602567,0,West,0.225,3.917,92.933,0,0,0,0.015,4.299,0,0.276,N,C,40.69050066,1.944110263,Mole Rat,81101,45614,71675,4/1/15,12/4/14,9/18/14,6/30/14,0
8503,81155,CO,0.884,0.12,38.30687,-106.051417,7694,West,0.019,3.5,123.833,0,0,0,0,0.71,0,0.362,N,C,41.86452846,0.744596416,Platypus,81101,64496,22968,4/1/15,1/16/15,11/29/14,9/15/14,0
8505,81221,CO,0.765,0.236,38.364028,-105.143064,5332,West,0,0,0,0,0,0,0,206.805,0,0.65,N,C,52.41371574,1.874277339,Wolverine,81201,88023,46779,4/1/15,2/7/15,11/4/14,9/17/14,0
8506,81226,CO,0.847,0.262,38.329564,-105.168835,5332,West,1.023,6.5,207.107,0,0,0,0.055,110.41,0.005,0.094,Y,D,41.16665816,0.166271118,Tapir,81201,87506,63361,4/1/15,12/5/14,8/9/14,6/6/14,0
8507,81227,CO,1,0,38.5406,-106.3137,7038,West,16.807,0,0,0,0,0,0,28.011,0,0,Y,C,38.59656349,6.067980425,Grey Goose,81201,41035,81146,4/1/15,1/27/15,12/1/14,8/27/14,0
8508,81231,CO,1,0,38.552336,-106.904312,7703,West,31.746,0,0,0,0,0,0,11349.206,0,0,N,C,19.92717961,1.746964782,Rock Chuck,81201,84722,72107,4/1/15,3/23/15,12/25/14,10/28/14,0
8510,81253,CO,0.856,0.148,38.08463,-105.215465,7888,West,0.07,1.667,26.889,0,0,0,0,3.188,0.001,0.186,N,C,46.7830353,2.009919058,Wolverine,81201,72450,61364,4/1/15,12/21/14,11/3/14,11/1/14,0
8511,81325,CO,0.876,0.155,38.017815,-108.682518,6744,West,0.009,6,193.8,0,0,0,0,0.212,0,0.595,N,D,47.00832914,0.423774213,Rock Chuck,81301,34691,16926,4/1/15,1/8/15,12/9/14,10/19/14,0
8512,81327,CO,0.776,0.253,37.510641,-108.635417,6201,West,0.29,1.9,40.9,0,0,0,0.002,18.528,0.021,0.273,N,D,22.72001142,0.088931527,Armadillo,81301,62837,56318,4/1/15,12/12/14,9/4/14,7/14/14,0
8513,81327,CO,0.776,0.253,37.510641,-108.635417,6201,West,0.29,1.9,40.9,0,0,0,0.002,18.528,0.021,0.273,N,D,38.1566309,0.175648632,Grey Goose,81301,93064,38916,4/1/15,3/17/15,2/15/15,1/1/15,0
8516,81335,CO,0.817,0.241,37.489071,-108.793006,6201,West,0.221,4,145.833,0,0,0,0,4.831,0,0.703,N,D,49.12049386,0.105765131,Rock Chuck,81301,38553,49045,4/1/15,1/9/15,11/19/14,9/23/14,0
8517,81419,CO,0.785,0.239,38.834258,-107.773468,4953,West,0.503,6.304,192.275,0,0,0,0.013,19.141,0.003,0.269,N,D,38.30230151,0.619431916,Sun Bear,81401,64650,77467,4/1/15,12/29/14,10/13/14,6/23/14,0
8520,81434,CO,0.81,0.219,38.967231,-107.305236,7703,West,0.012,0,0,0,0,0,0.032,0.264,0.001,0.436,N,C,37.69150273,0.96262064,Grey Goose,81401,62240,54763,4/1/15,3/26/15,12/8/14,8/28/14,0
8525,81624,CO,0.769,0.257,39.204836,-107.769072,4597,West,0.086,0,77.854,0,0,0,0.004,2.755,0.003,0.101,N,C,56.70542378,0.462656122,Sun Bear,81601,17964,77830,4/1/15,2/25/15,11/15/14,10/26/14,0
8526,81624,CO,0.769,0.257,39.204836,-107.769072,4597,West,0.086,0,77.854,0,0,0,0.004,2.755,0.003,0.101,N,C,31.90169411,3.952925855,Mole Rat,81601,85704,83801,4/1/15,12/18/14,11/8/14,9/12/14,0
8527,81624,CO,0.769,0.257,39.204836,-107.769072,4597,West,0.086,0,77.854,0,0,0,0.004,2.755,0.003,0.101,N,C,35.65666718,33.53795179,Wolverine,81601,29406,12534,4/1/15,12/31/14,9/21/14,6/29/14,0
8528,81625,CO,0.727,0.327,40.612046,-107.732212,6186,West,0.239,7.946,288.065,0,0,0,0.082,8.402,0.002,0,Y,D,32.13449533,0.008590317,Platypus,81601,84060,77351,4/1/15,1/29/15,10/19/14,7/27/14,0
8529,81625,CO,0.727,0.327,40.612046,-107.732212,6186,West,0.239,7.946,288.065,0,0,0,0.082,8.402,0.002,0,Y,D,37.63176582,21.10835192,Mole Rat,81601,20839,50839,4/1/15,3/5/15,12/3/14,9/28/14,0
8531,81639,CO,0.749,0.31,40.613395,-107.122857,6728,West,0.113,7.132,288.544,0,0,0,0.002,4.104,0.001,0.864,N,C,40.93373871,4.787495105,Grey Goose,81601,06382,82007,4/1/15,3/6/15,2/19/15,2/13/15,0
8534,81646,CO,0.837,0.173,39.109834,-107.992663,4597,West,0.123,2.111,83.667,0,0,0,0,2.524,0.013,0.939,N,C,49.30619066,2.931229428,Platypus,81601,17974,29107,4/1/15,1/10/15,10/7/14,7/20/14,0
8535,81647,CO,0.704,0.41,39.597554,-107.533594,5763,West,0.413,4.252,164.099,0,0,0,0.024,19.415,0.002,0.141,N,C,36.58539014,0.204754982,Wolverine,81601,65705,28341,4/1/15,3/28/15,2/21/15,2/12/15,0
8536,81653,CO,0.839,0.214,40.886099,-107.547114,6186,West,0.033,0,0,0,0,0,0,0.515,0.001,0.016,N,C,50.89575931,1.941355026,Sun Bear,81601,85204,48633,4/1/15,12/14/14,8/19/14,6/29/14,0
8537,81654,CO,0.806,0.256,39.213455,-107.015262,7907,West,0.555,3.49,250.408,0,0,0,0.008,15.764,0.004,0.228,N,C,51.52280428,3.825197384,Platypus,81601,72051,28804,4/1/15,1/1/15,11/9/14,10/22/14,0
8540,82053,WY,0.755,0.293,41.245026,-104.359342,6062,West,0.093,3.714,120,0,0,0,0.005,6.728,0,0.289,N,C,50.78470329,1.128605222,Narwhal,82001,79521,52221,4/1/15,2/5/15,12/17/14,11/20/14,0
8541,82059,WY,0.881,0.154,41.057231,-105.120114,6062,West,0.024,0,0,0,0,0,0.077,1.606,0.002,0,N,C,34.44817734,0.326052985,Platypus,82001,82714,50075,4/1/15,3/2/15,2/8/15,1/8/15,0
8545,82070,WY,0.828,0.218,41.263828,-105.80111,7148,West,0.616,9.389,281.749,0,0,0,0.079,18.102,0.011,0,Y,D,35.90496005,2.748276117,Platypus,82001,72069,10474,4/1/15,3/14/15,2/6/15,10/11/14,0
8547,82083,WY,0.756,0.289,41.656652,-106.066056,7148,West,0.024,0,253.417,0,0,0,0.052,0.756,0.004,0.67,N,C,60.20359665,0.185447812,Mole Rat,82001,85347,93249,4/1/15,3/2/15,2/2/15,12/18/14,0
8550,82225,WY,0.807,0.231,42.84195,-104.35823,5017,West,0.063,4.575,125.034,0,0,0,0,1.506,0.001,0.749,N,D,43.69838207,0.17621174,Armadillo,82201,15065,14008,4/1/15,2/7/15,11/19/14,10/30/14,0
8552,82336,WY,0.747,0.268,41.561816,-108.043161,6109,West,0.037,23.583,1508,0,0,0,0,0.763,0.008,0.841,N,C,49.4659601,9.560240421,Armadillo,82301,30545,78619,4/1/15,12/9/14,8/14/14,7/2/14,0
8553,82410,WY,0.803,0.227,44.363715,-108.199765,3873,West,0.275,7.583,260.646,0,0,0,0.004,10.083,0.006,0.531,N,D,24.8166398,0.088125747,Tapir,82401,53516,85911,4/1/15,2/10/15,11/19/14,7/22/14,0
8555,82412,WY,0.704,0.304,44.800175,-108.534475,3873,West,0.343,4.143,137.429,0,0,0,0,30.715,0.037,0.932,N,C,31.05870631,1.391420837,Wolverine,82401,20854,38672,4/1/15,2/26/15,12/4/14,9/12/14,0
8558,82432,WY,0.756,0.282,44.403929,-107.85946,3873,West,0.051,3,140,0,0,0,0.01,2.679,0.012,0.327,N,D,43.16207373,2.975707326,Tapir,82401,17051,36274,4/1/15,3/24/15,3/20/15,11/26/14,0
8559,82434,WY,0.705,0.321,44.409882,-108.277813,3873,West,0.029,0,0,0,0,0,0.015,4.477,0.007,0.162,N,C,41.68853191,1.220803327,Platypus,82401,72633,58845,4/1/15,3/6/15,2/16/15,10/19/14,0
8560,82440,WY,0.731,0.286,44.720924,-108.861481,4980,West,29.412,2.7,117.7,0,0,0,0,426.471,0,0.11,N,C,48.3181722,18.18910438,Rock Chuck,82401,10462,30289,4/1/15,12/25/14,12/9/14,9/19/14,0
8561,82440,WY,0.731,0.286,44.720924,-108.861481,4980,West,29.412,2.7,117.7,0,0,0,0,426.471,0,0.11,N,C,44.67750176,1.339363114,Tapir,82401,42207,54622,4/1/15,3/21/15,1/26/15,10/30/14,0
8562,82514,WY,0.646,0.396,43.029622,-108.903592,5372,West,0.055,20,294.5,0,0,0,0.001,7.526,0,0.88,N,D,44.5373657,0.666338618,Narwhal,82501,91384,97750,4/1/15,1/23/15,10/9/14,6/19/14,0
8563,82515,WY,0.756,0.246,42.844494,-108.501596,5372,West,1.084,6.444,138.111,0,0,0,0,53.735,0,0.893,N,C,9.122720053,1.163071173,Mole Rat,82501,66775,92831,4/1/15,1/30/15,12/7/14,9/10/14,0
8564,82516,WY,0.736,0.32,43.185799,-108.895221,5372,West,0.025,2.333,25.667,0,0,0,0.003,2.082,0.014,0.694,N,C,37.62887744,0.016947189,Narwhal,82501,95973,60301,4/1/15,1/22/15,10/14/14,8/28/14,0
8565,82523,WY,0.789,0.241,43.45978,-108.946198,5372,West,0.021,3.688,153.25,0,0,0,0.002,1.144,0.011,0.129,N,C,43.05623434,8.829654773,Mole Rat,82501,25125,65650,4/1/15,2/9/15,12/27/14,9/29/14,0
8568,82633,WY,0.741,0.304,42.89425,-105.411908,4842,West,0.115,10.301,504.572,0,0,0,0.063,3.043,0.003,0.152,Y,D,37.8357965,0.007145234,Armadillo,82601,02670,13743,4/1/15,12/17/14,10/4/14,6/28/14,0
8569,82633,WY,0.741,0.304,42.89425,-105.411908,4842,West,0.115,10.301,504.572,0,0,0,0.063,3.043,0.003,0.152,Y,D,45.97453695,25.80542899,Wolverine,82601,73139,44837,4/1/15,12/7/14,10/18/14,8/6/14,0
8570,82635,WY,0.821,0.177,43.403358,-106.228133,5122,West,0.564,11.333,591.556,0,0,0,0,12.98,0,0.09,N,C,42.55803659,1.177896014,Grey Goose,82601,50861,12176,4/1/15,1/17/15,1/15/15,1/3/15,0
8572,82701,WY,0.788,0.239,43.840036,-104.56813,4317,West,0.089,8.091,275.528,0,0,0,0.071,2.762,0.001,0.172,Y,D,29.0679019,1.068066611,Grey Goose,82701,70665,39175,4/1/15,1/30/15,10/28/14,10/23/14,0
8574,82714,WY,0.895,0.196,44.631479,-104.8727,4765,West,0.075,0,0,0,0,0,0,1.772,0,0.581,N,D,28.52557873,0.905643022,Wolverine,82701,27801,51650,4/1/15,3/25/15,2/7/15,11/21/14,0
8575,82714,WY,0.895,0.196,44.631479,-104.8727,4765,West,0.075,0,0,0,0,0,0,1.772,0,0.581,N,D,58.93129137,0.231468568,Tapir,82701,81152,60195,4/1/15,1/3/15,12/15/14,11/10/14,0
8582,82833,WY,0.876,0.132,44.624068,-107.107748,3724,West,0.163,0,0,0,0,0,0,2.294,0.007,0.807,N,C,44.34722611,0.493991149,Narwhal,82801,02818,95762,4/1/15,3/10/15,2/28/15,11/19/14,0
8584,82835,WY,0.767,0.274,44.775531,-106.442225,3724,West,0.024,0,0,0,0,0,0.002,0.628,0.001,0.142,N,C,44.81205595,8.759460423,Grey Goose,82801,35554,28717,4/1/15,1/13/15,1/7/15,12/11/14,0
8587,82845,WY,0.838,0.235,44.752276,-106.67196,3724,West,0.084,2.2,66.6,0,0,0,0,0.622,0.001,0.708,N,C,38.71382881,155.8341757,Mole Rat,82801,60156,44039,4/1/15,2/15/15,2/14/15,12/26/14,0
8589,82922,WY,0.875,0.164,43.217931,-110.12179,7176,West,0.04,3.231,130.692,0,0,0,0.005,0.785,0,0.873,N,C,30.28424522,0.354081903,Grey Goose,82901,16861,63633,4/1/15,2/10/15,1/3/15,10/14/14,0
8590,82933,WY,0.727,0.31,41.28698,-110.395504,6749,West,0.256,7.722,189.5,0,0,0,0.002,10.777,0.004,0.475,N,C,41.81697168,0.138328339,Tapir,82901,72839,11238,4/1/15,1/20/15,12/11/14,8/26/14,0
8591,82935,WY,0.718,0.35,41.854493,-109.67476,6109,West,1.742,14.965,1116.074,0,0,0,0.052,80.465,0.016,0.084,Y,D,41.17743817,1.989246459,Rock Chuck,82901,66830,27214,4/1/15,3/7/15,11/7/14,7/19/14,0
8592,82939,WY,0.684,0.385,41.2196,-110.315963,6749,West,0.696,11.345,476.127,0,0,0,0,23.541,0.001,0.765,N,C,52.92245476,0.142816861,Axolotl,82901,60555,14416,4/1/15,12/13/14,10/8/14,6/11/14,0
8596,83111,WY,0.671,0.358,42.814458,-111.000088,6908,West,0.061,2.143,71.571,0,0,0,0,4.519,0.001,0.486,N,C,38.67856793,0.288609065,Narwhal,83101,85626,28723,4/1/15,3/23/15,1/21/15,1/2/15,0
8597,83114,WY,0.6,0.421,42.07988,-110.782992,6908,West,0.034,6.615,176.538,0,0,0,0.003,2.16,0.001,0.366,N,C,33.48626851,2.317676062,Platypus,83101,14522,38672,4/1/15,3/12/15,2/19/15,12/20/14,0
8598,83119,WY,0.698,0.305,42.669515,-111.016047,6908,West,0.452,1.333,48.833,0,0,0,0,12.943,0,0.866,N,C,37.76898157,0.778219615,Wolverine,83101,15347,12977,4/1/15,12/26/14,9/23/14,6/24/14,0
8599,83119,WY,0.698,0.305,42.669515,-111.016047,6908,West,0.452,1.333,48.833,0,0,0,0,12.943,0,0.866,N,C,42.77320765,0.554202551,Tapir,83101,16728,81033,4/1/15,1/14/15,12/24/14,10/24/14,0
8601,83119,WY,0.698,0.305,42.669515,-111.016047,6908,West,0.452,1.333,48.833,0,0,0,0,12.943,0,0.866,N,C,47.09534352,0.59959501,Wolverine,83101,98008,26448,4/1/15,2/22/15,1/19/15,10/9/14,0
8602,83202,ID,0.677,0.385,42.96484,-112.580205,4462,West,2.726,11.564,286.706,0,0,0,0.041,153.002,0.001,0.005,Y,D,50.63036072,1.009098272,Axolotl,83201,49230,55369,4/1/15,3/8/15,12/17/14,9/28/14,0
8603,83202,ID,0.677,0.385,42.96484,-112.580205,4462,West,2.726,11.564,286.706,0,0,0,0.041,153.002,0.001,0.005,Y,D,30.04251853,0.027847708,Armadillo,83201,62549,26611,4/1/15,3/29/15,12/25/14,9/8/14,0
8605,83220,ID,0.679,0.348,42.312811,-111.377413,5968,West,0.039,0,0,0,0,0,0,5.383,0.009,0,N,C,38.94703425,0.26559749,Axolotl,83201,22448,30537,4/1/15,1/30/15,1/17/15,12/10/14,0
8606,83227,ID,0.93,0.114,44.166108,-114.498866,5288,West,0.008,0,0,0,0,0,0.019,0.362,0.004,0.269,N,C,48.74869848,4.368797167,Axolotl,83201,13160,37345,4/1/15,2/17/15,12/6/14,11/8/14,0
8607,83228,ID,0.607,0.44,42.215694,-112.035732,4718,West,0.135,4,54.778,0,0,0,0,7.815,0.002,0.306,N,C,52.92414919,32.19512347,Axolotl,83201,58707,07461,4/1/15,12/23/14,8/27/14,7/3/14,0
8608,83234,ID,0.718,0.299,42.419436,-112.130088,4462,West,0.055,6.8,137.667,0,0,0,0.009,4.407,0,0.447,N,C,33.70515066,0.002707931,Armadillo,83201,71969,52650,4/1/15,2/22/15,1/7/15,11/25/14,0
8609,83236,ID,0.691,0.351,43.193557,-112.110772,4497,West,0.149,12.543,310.371,0,0,0,0.017,9.659,0.003,0.167,N,C,39.87472982,0.32428578,Narwhal,83201,05640,07822,4/1/15,12/16/14,10/22/14,8/3/14,0
8610,83236,ID,0.691,0.351,43.193557,-112.110772,4497,West,0.149,12.543,310.371,0,0,0,0.017,9.659,0.003,0.167,N,C,45.68990146,3.008147562,Sun Bear,83201,15436,46991,4/1/15,1/27/15,12/3/14,9/11/14,0
8611,83241,ID,0.698,0.342,42.52956,-111.748467,5779,West,0.205,5.814,165.372,0,0,0,0.007,9.446,0.003,0.323,N,C,43.787725,3.455978077,Platypus,83201,39057,25048,4/1/15,1/31/15,11/18/14,10/8/14,0
8613,83251,ID,0.799,0.214,43.922334,-113.889482,5288,West,0.035,2.971,98.735,0,0,0,0.008,1.142,0.003,0.558,N,C,28.88447919,1.361953255,Grey Goose,83201,84117,98008,4/1/15,2/3/15,11/10/14,8/24/14,0
8614,83254,ID,0.719,0.301,42.302212,-111.340815,5968,West,0.21,8.475,228.277,0,0,0,0.085,7.536,0.006,0.064,Y,D,40.18455919,75.7739004,Grey Goose,83201,78675,93552,4/1/15,2/5/15,11/26/14,11/15/14,0
8616,83277,ID,0.793,0.222,43.076572,-112.68358,4497,West,0.097,0,0,0,0,0,0.011,10.81,0.011,0,N,C,39.93985112,0.16099189,Platypus,83201,51055,04616,4/1/15,12/14/14,10/28/14,8/13/14,0
8617,83283,ID,0.667,0.34,42.351752,-111.689675,4718,West,0.052,0,0,0,0,0,0.02,2.562,0.014,0,N,C,26.28665953,0.174924588,Tapir,83201,49325,40203,4/1/15,12/9/14,11/21/14,8/4/14,0
8618,83283,ID,0.667,0.34,42.351752,-111.689675,4718,West,0.052,0,0,0,0,0,0.02,2.562,0.014,0,N,C,39.0103398,0.781255661,Narwhal,83201,68823,95361,4/1/15,1/14/15,1/3/15,12/26/14,0
8619,83285,ID,0.802,0.231,43.004075,-111.275129,5779,West,0,0,0,0,0,0,0.056,0.413,0.054,0,N,C,31.6762576,3.167669582,Rock Chuck,83201,34661,97133,4/1/15,12/20/14,12/16/14,8/20/14,0
8622,83341,ID,0.688,0.397,42.483294,-114.370148,3720,West,1.372,5.609,170.065,0,0,0,0.02,64.539,0.005,0.108,N,C,43.10751984,0.242251682,Mole Rat,83301,16364,22942,4/1/15,3/5/15,12/19/14,10/9/14,0
8623,83401,ID,0.671,0.402,43.499296,-111.641012,4699,West,6.584,10.307,315.838,0,0,0,0.07,242.934,0.01,0,Y,D,44.99806891,1.378143097,Tapir,83401,04029,03753,4/1/15,2/5/15,10/6/14,8/22/14,0
8628,83436,ID,0.68,0.389,43.894958,-111.488768,4968,West,0.139,13.923,384.308,0,0,0,0,5.248,0.003,0.832,N,C,39.08227819,1.770217139,Mole Rat,83401,78574,79852,4/1/15,2/15/15,2/6/15,12/19/14,0
8629,83440,ID,0.741,0.366,43.778181,-111.688932,4865,West,4.164,10.756,269.421,0,0,0,0.056,202.972,0.019,0.026,Y,D,42.5579016,17.61382759,Mole Rat,83401,70772,72153,4/1/15,3/23/15,2/17/15,12/26/14,0
8632,83445,ID,0.666,0.406,44.188447,-111.602672,4968,West,0.634,5.258,157.792,0,0,0,0.056,39.158,0.011,0.064,Y,D,40.93983262,7.267850491,Axolotl,83401,80823,69151,4/1/15,3/19/15,3/14/15,12/24/14,0
8633,83446,ID,0.792,0.273,44.31449,-111.960564,5145,West,0.014,0,0,0,0,0,0.005,0.689,0,0,N,C,32.80677117,4.163239682,Armadillo,83401,11580,75707,4/1/15,1/10/15,12/24/14,10/29/14,0
8634,83449,ID,0.831,0.174,43.357395,-111.314255,4699,West,0.035,0,119.923,0,0,0,0.004,0.673,0.01,0.809,N,C,61.65935156,1.012051682,Axolotl,83401,14424,75693,4/1/15,3/8/15,2/10/15,10/23/14,0
8636,83460,ID,0.987,0,43.815638,-111.785234,4865,West,12.448,0,0,0,0,0,0,3568.465,0,0,N,C,51.88254007,0.638518965,Grey Goose,83401,30513,72717,4/1/15,1/10/15,10/10/14,9/2/14,0
